data_venda,marca,modelo,ano_exato,escalao_idade,escalao_kms,combustivel,price_range,canal,country_of_origin,total_vendas
2026-07-28,Renault,Zoe,2019,03. 2017-2020,3. 100-150k,Elétrico,2. 2.5k-5k,Stock Importação,ES,1
2026-07-28,BMW,3er,2016,04. 2013-2016,5. 200-250k,Diesel,3. 5k-10k,Stock Importação,DE,1
2026-07-28,Ford,Fiesta,2013,04. 2013-2016,3. 100-150k,Gasolina,1. 0-2.5k,Stock Importação,DE,1
2026-07-28,Hyundai,Kona,2020,03. 2017-2020,2. 50-100k,Gasolina,4. 10k-15k,Stock PT,PT,1
2026-07-28,Renault,Captur,2020,03. 2017-2020,2. 50-100k,Gasolina,4. 10k-15k,Stock PT,PT,1
2026-07-28,MINI,Cabrio,2014,04. 2013-2016,3. 100-150k,Diesel,3. 5k-10k,Stock Importação,DE,1
2026-07-28,MAXUS,Deliver 3,2023,02. 2021-2024,1. 0-50k,Elétrico,3. 5k-10k,Stock Importação,DE,1
2026-07-28,Tesla,Model 3,2022,02. 2021-2024,2. 50-100k,Elétrico,6. 20k-25k,Stock Importação,FR,1
2026-07-28,Nissan,Leaf,2019,03. 2017-2020,4. 150-200k,Elétrico,3. 5k-10k,Stock PT,PT,1
2026-07-28,Peugeot,5008,2024,02. 2021-2024,2. 50-100k,Gasolina,5. 15k-20k,Stock Importação,FR,1
2026-07-28,Mercedes-Benz,CLA-Klasse,2017,03. 2017-2020,4. 150-200k,Gasolina,6. 20k-25k,Stock PT,DE,1
2026-07-28,Mercedes-Benz,A-Klasse,2016,04. 2013-2016,4. 150-200k,Gasolina,3. 5k-10k,Stock Importação,DE,1
2026-07-28,Mazda,2,2015,04. 2013-2016,4. 150-200k,Diesel,2. 2.5k-5k,Stock PT,DE,1
2026-07-28,Peugeot,2008,2020,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock Importação,FR,1
2026-07-28,Hyundai,Matrix,2005,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock PT,PT,1
2026-07-28,Mercedes-Benz,SLK-Klasse,2015,04. 2013-2016,3. 100-150k,Gasolina,4. 10k-15k,Stock Importação,BE,1
2026-07-28,Opel,Astra,2017,03. 2017-2020,3. 100-150k,Diesel,3. 5k-10k,Stock PT,PT,1
2026-07-28,Peugeot,308,2021,02. 2021-2024,4. 150-200k,Diesel,3. 5k-10k,Stock PT,FR,1
2026-07-28,BMW,1er,2011,05. < 2013,3. 100-150k,Gasolina,2. 2.5k-5k,Stock Importação,DE,1
2026-07-28,Audi,A3 Sportback,2022,02. 2021-2024,1. 0-50k,Híbrido,6. 20k-25k,Stock PT,DE,1
2026-07-28,Citroen,C4,2013,04. 2013-2016,6. 250k+,Diesel,1. 0-2.5k,Stock PT,FR,1
2026-07-28,Audi,A6,2004,05. < 2013,4. 150-200k,Diesel,2. 2.5k-5k,Stock PT,CH,1
2026-07-28,Audi,A4,2006,05. < 2013,6. 250k+,Diesel,2. 2.5k-5k,Stock PT,PT,1
2026-07-28,Volkswagen,Golf V,2007,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock PT,PT,1
2026-07-28,Ford,Transit,2011,05. < 2013,3. 100-150k,Diesel,1. 0-2.5k,Stock Importação,NL,1
2026-07-28,Maserati,Quattroporte,2009,05. < 2013,2. 50-100k,Gasolina,5. 15k-20k,Stock Importação,IT,1
2026-07-28,Opel,Corsa,2015,04. 2013-2016,4. 150-200k,Diesel,1. 0-2.5k,Stock Importação,FR,1
2026-07-28,Opel,Zafira Tourer,2018,03. 2017-2020,4. 150-200k,Diesel,3. 5k-10k,Stock PT,PT,1
2026-07-28,Kia,Rio,2017,03. 2017-2020,4. 150-200k,Diesel,3. 5k-10k,Stock PT,PT,1
2026-07-28,Peugeot,5008,2017,03. 2017-2020,2. 50-100k,Diesel,4. 10k-15k,Stock Importação,ES,1
2026-07-28,Opel,Crossland X,2017,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock PT,PT,1
2026-07-28,Fiat,500,2018,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock PT,PT,1
2026-07-28,Citroen,C3,2010,05. < 2013,2. 50-100k,Gasolina,2. 2.5k-5k,Stock PT,PT,1
2026-07-28,Citroen,C1,2015,04. 2013-2016,3. 100-150k,Gasolina,2. 2.5k-5k,Stock PT,BE,1
2026-07-28,Volkswagen,Passat,2016,04. 2013-2016,5. 200-250k,Diesel,3. 5k-10k,Stock PT,PT,1
2026-07-28,Fiat,Ducato,1997,05. < 2013,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,NL,1
2026-07-28,Peugeot,3008,2018,03. 2017-2020,3. 100-150k,Diesel,4. 10k-15k,Stock Importação,IT,1
2026-07-28,Smart,fortwo,2001,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock PT,DE,1
2026-07-28,Porsche,Macan,2017,03. 2017-2020,3. 100-150k,Gasolina,6. 20k-25k,Stock Importação,DE,1
2026-07-28,Peugeot,308,2022,02. 2021-2024,1. 0-50k,Gasolina,4. 10k-15k,Stock PT,PT,1
2026-07-28,Mercedes-Benz,C-Klasse,2018,03. 2017-2020,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,BE,1
2026-07-28,Renault,Zoe,2020,03. 2017-2020,1. 0-50k,Elétrico,3. 5k-10k,Stock Importação,ES,1
2026-07-28,Volkswagen,Crafter,2013,04. 2013-2016,6. 250k+,Diesel,2. 2.5k-5k,Stock Importação,BE,1
2026-07-28,Citroen,C4,2021,02. 2021-2024,2. 50-100k,Gasolina,4. 10k-15k,Stock PT,ES,1
2026-07-28,Renault,Megane,2013,04. 2013-2016,6. 250k+,Diesel,2. 2.5k-5k,Stock PT,PT,1
2026-07-28,Renault,Megane,2011,05. < 2013,5. 200-250k,Diesel,1. 0-2.5k,Stock PT,PT,1
2026-07-28,Renault,Captur,2018,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock PT,PT,1
2026-07-28,Renault,Clio,2001,05. < 2013,5. 200-250k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2026-07-28,Volkswagen,Golf VII,2019,03. 2017-2020,3. 100-150k,Gasolina,5. 15k-20k,Stock Importação,DE,2
2026-07-28,Fiat,500C,2019,03. 2017-2020,1. 0-50k,Gasolina,3. 5k-10k,Stock PT,PT,1
2026-07-28,Peugeot,Partner,2008,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock Importação,NL,1
2026-07-28,Peugeot,208,2014,04. 2013-2016,5. 200-250k,Diesel,2. 2.5k-5k,Stock PT,PT,1
2026-07-28,Volkswagen,Polo,2006,05. < 2013,4. 150-200k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2026-07-28,Mercedes-Benz,V-Klasse,2015,04. 2013-2016,6. 250k+,Diesel,4. 10k-15k,Stock PT,PT,1
2026-07-28,MG,ZS,2021,02. 2021-2024,2. 50-100k,Elétrico,4. 10k-15k,Stock Importação,FR,1
2026-07-28,Audi,A3,2011,05. < 2013,3. 100-150k,Gasolina,2. 2.5k-5k,Stock Importação,DE,1
2026-07-28,Smart,fortwo,2009,05. < 2013,3. 100-150k,Diesel,2. 2.5k-5k,Stock PT,DE,1
2026-07-28,Audi,A1,2012,05. < 2013,4. 150-200k,Diesel,3. 5k-10k,Stock PT,DE,1
2026-07-28,Mercedes-Benz,A-Klasse,2014,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock PT,PT,1
2026-07-28,Peugeot,308,2017,03. 2017-2020,3. 100-150k,Gasolina,2. 2.5k-5k,Stock Importação,FR,1
2026-07-28,Kia,Carens,2015,04. 2013-2016,3. 100-150k,Diesel,3. 5k-10k,Stock PT,PT,1
2026-07-28,Smart,fortwo,2015,04. 2013-2016,1. 0-50k,Elétrico,2. 2.5k-5k,Stock Importação,MC,1
2026-07-28,BMW,X1,2013,04. 2013-2016,3. 100-150k,Diesel,3. 5k-10k,Stock PT,DE,1
2026-07-28,Citroen,C3,2018,03. 2017-2020,4. 150-200k,Gasolina,2. 2.5k-5k,Stock Importação,FR,1
2026-07-28,Jaguar,XE,2019,03. 2017-2020,5. 200-250k,Diesel,3. 5k-10k,Stock PT,PT,1
2026-07-28,MINI,Clubman,2017,03. 2017-2020,4. 150-200k,Gasolina,2. 2.5k-5k,Stock Importação,FR,1
2026-07-28,Mercedes-Benz,CLA-Klasse,2017,03. 2017-2020,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,FR,1
2026-07-28,Renault,Clio,2015,04. 2013-2016,3. 100-150k,Gasolina,3. 5k-10k,Stock PT,PT,1
2026-07-28,Peugeot,208,2023,02. 2021-2024,1. 0-50k,Elétrico,4. 10k-15k,Stock Importação,ES,1
2026-07-28,Opel,Mokka X,2023,02. 2021-2024,1. 0-50k,Elétrico,5. 15k-20k,Stock Importação,DE,1
2026-07-28,Volkswagen,Golf VII,2015,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,DE,1
2026-07-28,Toyota,iQ,2011,05. < 2013,3. 100-150k,Gasolina,1. 0-2.5k,Stock Importação,DE,1
2026-07-28,Dacia,Jogger,2023,02. 2021-2024,4. 150-200k,Gás/GPL,3. 5k-10k,Stock PT,PT,1
2026-07-28,Nissan,Juke,2015,04. 2013-2016,2. 50-100k,Gasolina,3. 5k-10k,Stock PT,DE,1
2026-07-28,Kia,pro_cee'd,2013,04. 2013-2016,3. 100-150k,Gasolina,2. 2.5k-5k,Stock Importação,DE,1
2026-07-28,Suzuki,Grand Vitara,1998,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock PT,PT,1
2026-07-28,Peugeot,208,2017,03. 2017-2020,3. 100-150k,Diesel,2. 2.5k-5k,Stock Importação,ES,1
2026-07-28,Smart,fortwo,2002,05. < 2013,3. 100-150k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2026-07-28,Cupra,Formentor,2023,02. 2021-2024,2. 50-100k,Híbrido,6. 20k-25k,Stock Importação,IT,1
2026-07-28,Opel,Astra,2007,05. < 2013,2. 50-100k,Diesel,1. 0-2.5k,Stock PT,PT,1
2026-07-28,MINI,Countryman,2012,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock Importação,FR,1
2026-07-28,Ford,Fiesta,2019,03. 2017-2020,3. 100-150k,Gasolina,3. 5k-10k,Stock PT,PT,1
2026-07-28,Chevrolet,Aveo,2009,05. < 2013,4. 150-200k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2026-07-28,Volvo,XC90,2019,03. 2017-2020,4. 150-200k,Híbrido,6. 20k-25k,Stock Importação,FR,1
2026-07-28,Honda,Civic,2020,03. 2017-2020,2. 50-100k,Gasolina,5. 15k-20k,Stock PT,PT,1
2026-07-28,Cupra,Formentor,2021,02. 2021-2024,2. 50-100k,Híbrido,5. 15k-20k,Stock Importação,DE,1
2026-07-28,Renault,Zoe,2020,03. 2017-2020,2. 50-100k,Elétrico,2. 2.5k-5k,Stock Importação,ES,1
2026-07-28,Peugeot,308,2017,03. 2017-2020,4. 150-200k,Gasolina,2. 2.5k-5k,Stock Importação,FR,1
2026-07-28,Mercedes-Benz,C-Klasse,2014,04. 2013-2016,3. 100-150k,Diesel,3. 5k-10k,Stock Importação,IT,1
2026-07-28,Smart,fortwo,2007,05. < 2013,3. 100-150k,Gasolina,2. 2.5k-5k,Stock PT,PT,1
2026-07-28,Mercedes-Benz,A-Klasse,2015,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,FR,1
2026-07-28,Renault,Megane,2016,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock PT,PT,1
2026-07-28,Peugeot,108,2017,03. 2017-2020,3. 100-150k,Gasolina,1. 0-2.5k,Stock Importação,ES,1
2026-07-28,Audi,A3 Sportback,2014,04. 2013-2016,6. 250k+,Diesel,3. 5k-10k,Stock Importação,BE,1
2026-07-28,Peugeot,208,2022,02. 2021-2024,2. 50-100k,Gasolina,4. 10k-15k,Stock Importação,FR,1
2026-07-28,Peugeot,3008,2018,03. 2017-2020,5. 200-250k,Gasolina,3. 5k-10k,Stock Importação,ES,1
2026-07-28,Toyota,MR 2,2005,05. < 2013,1. 0-50k,Gasolina,4. 10k-15k,Stock Importação,DE,1
2026-07-27,Chevrolet,Spark,2011,05. < 2013,3. 100-150k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2026-07-27,Seat,Altea,2008,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock PT,PT,1
2026-07-27,Ford,Fiesta,2011,05. < 2013,3. 100-150k,Diesel,2. 2.5k-5k,Stock PT,PT,1
2026-07-27,BMW,1er,2007,05. < 2013,5. 200-250k,Diesel,1. 0-2.5k,Stock Importação,DE,1
2026-07-27,Audi,A5,2017,03. 2017-2020,3. 100-150k,Diesel,4. 10k-15k,Stock Importação,FR,1
2026-07-27,BMW,2er,2017,03. 2017-2020,3. 100-150k,Híbrido,3. 5k-10k,Stock PT,PT,1
2026-07-27,MINI,MINI,2017,03. 2017-2020,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,DE,1
2026-07-27,Audi,A5 Sportback,2010,05. < 2013,6. 250k+,Diesel,3. 5k-10k,Stock PT,DE,1
2026-07-27,Volkswagen,Golf VII,2014,04. 2013-2016,4. 150-200k,Gasolina,3. 5k-10k,Stock Importação,BE,1
2026-07-27,Volkswagen,Golf VII,2015,04. 2013-2016,5. 200-250k,Híbrido,3. 5k-10k,Stock Importação,BE,1
2026-07-27,BMW,5er,2021,02. 2021-2024,4. 150-200k,Híbrido,5. 15k-20k,Stock Importação,DE,1
2026-07-27,Ford,Fiesta,1999,05. < 2013,5. 200-250k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2026-07-27,Mercedes-Benz,GLA-Klasse,2016,04. 2013-2016,4. 150-200k,Diesel,4. 10k-15k,Stock Importação,FR,1
2026-07-27,Dacia,Jogger,2023,02. 2021-2024,2. 50-100k,Gás/GPL,4. 10k-15k,Stock Importação,ES,1
2026-07-27,Opel,Corsa,2017,03. 2017-2020,2. 50-100k,Diesel,3. 5k-10k,Stock PT,PT,1
2026-07-27,Peugeot,208,2018,03. 2017-2020,4. 150-200k,Gasolina,1. 0-2.5k,Stock Importação,FR,1
2026-07-27,Mercedes-Benz,GLA-Klasse,2016,04. 2013-2016,6. 250k+,Diesel,3. 5k-10k,Stock PT,IT,1
2026-07-27,Volkswagen,Golf VII,2016,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,DE,1
2026-07-27,Fiat,Scudo,2014,04. 2013-2016,4. 150-200k,Diesel,2. 2.5k-5k,Stock Importação,FR,1
2026-07-27,Citroen,C4,2007,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock PT,PT,1
2026-07-27,Volkswagen,Golf VII,2017,03. 2017-2020,4. 150-200k,Gasolina,4. 10k-15k,Stock Importação,DE,1
2026-07-27,BMW,1er,2016,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock PT,PT,1
2026-07-27,Mercedes-Benz,GLC-Klasse,2021,02. 2021-2024,2. 50-100k,Híbrido,7. 25k+,Stock PT,PT,1
2026-07-27,DS Automobiles,DS7 Crossback,2021,02. 2021-2024,3. 100-150k,Híbrido,4. 10k-15k,Stock Importação,FR,1
2026-07-27,Citroen,C2,2004,05. < 2013,4. 150-200k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2026-07-27,Peugeot,208,2021,02. 2021-2024,2. 50-100k,Gasolina,3. 5k-10k,Stock PT,PT,1
2026-07-27,Volvo,XC40,2020,03. 2017-2020,2. 50-100k,Híbrido,7. 25k+,Stock Importação,DE,1
2026-07-27,Peugeot,308,2014,04. 2013-2016,6. 250k+,Diesel,2. 2.5k-5k,Stock PT,DE,1
2026-07-27,MINI,MINI,2018,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock Importação,BE,1
2026-07-27,Smart,fortwo,2018,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock PT,PT,1
2026-07-27,Peugeot,3008,2010,05. < 2013,5. 200-250k,Diesel,2. 2.5k-5k,Stock PT,PT,1
2026-07-27,Peugeot,206+,2010,05. < 2013,5. 200-250k,Diesel,1. 0-2.5k,Stock PT,FR,1
2026-07-27,Peugeot,206,2004,05. < 2013,3. 100-150k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2026-07-27,Peugeot,3008,2021,02. 2021-2024,3. 100-150k,Gasolina,4. 10k-15k,Stock Importação,BE,1
2026-07-27,Peugeot,308,2018,03. 2017-2020,2. 50-100k,Diesel,3. 5k-10k,Stock PT,PT,1
2026-07-27,Mercedes-Benz,CLA-Klasse,2019,03. 2017-2020,4. 150-200k,Gasolina,4. 10k-15k,Stock Importação,NL,1
2026-07-27,BMW,1er,2009,05. < 2013,5. 200-250k,Diesel,1. 0-2.5k,Stock Importação,DE,1
2026-07-27,Opel,Corsa,2022,02. 2021-2024,1. 0-50k,Gasolina,3. 5k-10k,Stock PT,PT,1
2026-07-27,Peugeot,308,2018,03. 2017-2020,3. 100-150k,Gasolina,2. 2.5k-5k,Stock Importação,FR,1
2026-07-27,Opel,Corsa,2008,05. < 2013,3. 100-150k,Gasolina,1. 0-2.5k,Stock PT,PT,2
2026-07-27,Toyota,Yaris,2014,04. 2013-2016,4. 150-200k,Gasolina,2. 2.5k-5k,Stock PT,ES,1
2026-07-27,Audi,Q2,2018,03. 2017-2020,4. 150-200k,Diesel,4. 10k-15k,Stock Importação,FR,1
2026-07-27,Tesla,Model 3,2023,02. 2021-2024,2. 50-100k,Elétrico,7. 25k+,Stock Importação,FR,1
2026-07-27,Tesla,Model 3,2019,03. 2017-2020,3. 100-150k,Elétrico,5. 15k-20k,Stock Importação,NL,1
2026-07-27,Mercedes-Benz,A-Klasse,2015,04. 2013-2016,5. 200-250k,Diesel,3. 5k-10k,Stock Importação,LU,1
2026-07-27,MINI,Countryman,2012,05. < 2013,4. 150-200k,Diesel,2. 2.5k-5k,Stock Importação,FR,1
2026-07-27,Peugeot,308,2014,04. 2013-2016,4. 150-200k,Diesel,2. 2.5k-5k,Stock Importação,NL,1
2026-07-27,BMW,iX2,2025,01. 2025-2026,1. 0-50k,Elétrico,7. 25k+,Stock Importação,ES,1
2026-07-27,BMW,X4,2018,03. 2017-2020,4. 150-200k,Diesel,5. 15k-20k,Stock Importação,BE,1
2026-07-27,Volkswagen,up!,2015,04. 2013-2016,4. 150-200k,Gasolina,1. 0-2.5k,Stock Importação,DE,1
2026-07-27,Citroen,C4 Grand Picasso,2013,04. 2013-2016,6. 250k+,Diesel,2. 2.5k-5k,Stock PT,FR,1
2026-07-27,Ford,Transit Connect,2022,02. 2021-2024,5. 200-250k,Diesel,3. 5k-10k,Stock Importação,DE,1
2026-07-27,Nissan,Qashqai,2017,03. 2017-2020,3. 100-150k,Gasolina,4. 10k-15k,Stock PT,PT,1
2026-07-27,Mercedes-Benz,B-Klasse,2015,04. 2013-2016,3. 100-150k,Diesel,3. 5k-10k,Stock PT,DE,1
2026-07-27,Peugeot,3008,2018,03. 2017-2020,5. 200-250k,Diesel,3. 5k-10k,Stock PT,PT,1
2026-07-27,Toyota,Yaris,2008,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock Importação,FR,1
2026-07-27,Toyota,C-HR,2022,02. 2021-2024,1. 0-50k,Híbrido,6. 20k-25k,Stock PT,PT,1
2026-07-27,Volkswagen,Golf VI,2009,05. < 2013,5. 200-250k,Gasolina,2. 2.5k-5k,Stock Importação,PL,1
2026-07-27,Seat,Ibiza,2010,05. < 2013,4. 150-200k,Diesel,1. 0-2.5k,Stock PT,LU,1
2026-07-27,Mercedes-Benz,CLA-Klasse,2015,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,FR,1
2026-07-27,BMW,1er,2011,05. < 2013,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,DE,1
2026-07-27,Peugeot,3008,2018,03. 2017-2020,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,ES,1
2026-07-27,BMW,X4,2016,04. 2013-2016,4. 150-200k,Diesel,4. 10k-15k,Stock Importação,FR,1
2026-07-27,Citroen,C2,2005,05. < 2013,4. 150-200k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2026-07-27,Mercedes-Benz,A-Klasse,2008,05. < 2013,4. 150-200k,Gasolina,2. 2.5k-5k,Stock PT,PT,1
2026-07-27,Renault,Clio,2010,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock PT,PT,1
2026-07-27,Nissan,Qashqai,2018,03. 2017-2020,3. 100-150k,Gasolina,3. 5k-10k,Stock Importação,BE,1
2026-07-27,Citroen,C3,2018,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock Importação,FR,1
2026-07-27,MINI,Cabrio,2013,04. 2013-2016,6. 250k+,Diesel,2. 2.5k-5k,Stock PT,DE,1
2026-07-27,Nissan,Micra,2008,05. < 2013,5. 200-250k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2026-07-27,Nissan,Leaf,2020,03. 2017-2020,3. 100-150k,Elétrico,3. 5k-10k,Stock PT,FR,1
2026-07-27,BMW,5er,2010,05. < 2013,6. 250k+,Diesel,3. 5k-10k,Stock PT,PT,1
2026-07-27,Volvo,V60,2016,04. 2013-2016,6. 250k+,Híbrido,2. 2.5k-5k,Stock PT,PT,1
2026-07-27,Kia,Soul,2012,05. < 2013,4. 150-200k,Diesel,2. 2.5k-5k,Stock PT,PT,1
2026-07-27,Seat,Ibiza,2016,04. 2013-2016,4. 150-200k,Diesel,2. 2.5k-5k,Stock Importação,IT,1
2026-07-27,Toyota,Corolla Verso,2006,05. < 2013,6. 250k+,Diesel,2. 2.5k-5k,Stock PT,PT,1
2026-07-27,BMW,5er,2021,02. 2021-2024,2. 50-100k,Híbrido,7. 25k+,Stock Importação,DE,1
2026-07-27,Audi,A3 Sportback,2020,03. 2017-2020,2. 50-100k,Híbrido,5. 15k-20k,Stock Importação,DE,1
2026-07-27,Mercedes-Benz,C-Klasse,2017,03. 2017-2020,4. 150-200k,Híbrido,4. 10k-15k,Stock PT,DE,1
2026-07-27,Mercedes-Benz,A-Klasse,2015,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,DE,1
2026-07-27,DS Automobiles,DS3 Crossback,2022,02. 2021-2024,2. 50-100k,Gasolina,4. 10k-15k,Stock Importação,FR,1
2026-07-27,Smart,forfour,2016,04. 2013-2016,3. 100-150k,Gasolina,3. 5k-10k,Stock Importação,ES,1
2026-07-27,Renault,Zoe,2015,04. 2013-2016,3. 100-150k,Elétrico,2. 2.5k-5k,Stock Importação,FR,1
2026-07-27,MINI,MINI,2009,05. < 2013,4. 150-200k,Gasolina,1. 0-2.5k,Stock Importação,DE,1
2026-07-27,Volkswagen,Polo,2002,05. < 2013,5. 200-250k,Gasolina,1. 0-2.5k,Stock PT,PT,1
2026-07-27,Alfa Romeo,MiTo,2011,05. < 2013,2. 50-100k,Gasolina,2. 2.5k-5k,Stock PT,PT,1
2026-07-27,Opel,Corsa,2001,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock PT,PT,1
2026-07-27,Nissan,Qashqai,2019,03. 2017-2020,2. 50-100k,Gasolina,4. 10k-15k,Stock PT,PT,1
2026-07-27,BMW,1er,2013,04. 2013-2016,6. 250k+,Diesel,1. 0-2.5k,Stock Importação,DE,1
2026-07-27,Peugeot,508,2012,05. < 2013,4. 150-200k,Diesel,2. 2.5k-5k,Stock PT,NL,1
2026-07-27,Peugeot,308,2016,04. 2013-2016,3. 100-150k,Gasolina,2. 2.5k-5k,Stock Importação,FR,2
2026-07-27,Volvo,V60,2015,04. 2013-2016,5. 200-250k,Híbrido,2. 2.5k-5k,Stock Importação,SE,1
2026-07-27,Toyota,C-HR,2017,03. 2017-2020,4. 150-200k,Híbrido,4. 10k-15k,Stock Importação,FR,1
2026-07-27,BMW,2er,2015,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,DE,1
2026-07-27,Tesla,Model 3,2020,03. 2017-2020,3. 100-150k,Elétrico,5. 15k-20k,Stock Importação,NL,1
2026-07-27,BMW,1er,2021,02. 2021-2024,2. 50-100k,Diesel,4. 10k-15k,Stock Importação,BE,1
2026-07-27,Peugeot,307,2003,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock PT,PT,1
2026-07-27,Mercedes-Benz,CLA-Klasse,2016,04. 2013-2016,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,BE,1
2026-07-27,MINI,MINI,2012,05. < 2013,3. 100-150k,Gasolina,2. 2.5k-5k,Stock Importação,DE,1
2026-07-27,Renault,Zoe,2017,03. 2017-2020,4. 150-200k,Elétrico,3. 5k-10k,Stock Importação,FR,1
2026-07-27,Audi,A3 Sportback,2018,03. 2017-2020,4. 150-200k,Diesel,3. 5k-10k,Stock Importação,BE,1
2026-07-27,Nissan,Qashqai,2018,03. 2017-2020,3. 100-150k,Diesel,4. 10k-15k,Stock PT,PT,1
2026-07-27,MG,HS,2025,01. 2025-2026,1. 0-50k,Híbrido,6. 20k-25k,Stock PT,PT,1
2026-07-27,Volkswagen,Arteon,2021,02. 2021-2024,5. 200-250k,Híbrido,4. 10k-15k,Stock PT,PT,1
2026-07-27,Ford,Transit,2014,04. 2013-2016,4. 150-200k,Diesel,2. 2.5k-5k,Stock Importação,BE,1
2026-07-27,Peugeot,2008,2020,03. 2017-2020,2. 50-100k,Gasolina,4. 10k-15k,Stock Importação,FR,1
2026-07-27,Renault,Zoe,2021,02. 2021-2024,2. 50-100k,Elétrico,4. 10k-15k,Stock Importação,FR,1
2026-07-27,Citroen,Berlingo,2014,04. 2013-2016,5. 200-250k,Diesel,2. 2.5k-5k,Stock Importação,NL,1
2026-07-27,Opel,Insignia Sports Tourer,2011,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock PT,PT,1
2026-07-27,Audi,e-tron,2019,03. 2017-2020,3. 100-150k,Elétrico,5. 15k-20k,Stock Importação,NL,1
2026-07-27,Peugeot,208,2015,04. 2013-2016,3. 100-150k,Gasolina,3. 5k-10k,Stock Importação,FR,1
2026-07-27,Citroen,C4 Cactus,2019,03. 2017-2020,2. 50-100k,Gasolina,3. 5k-10k,Stock Importação,FR,1
2026-07-27,Peugeot,308,2022,02. 2021-2024,4. 150-200k,Diesel,4. 10k-15k,Stock Importação,DE,1
2026-07-27,BMW,Z4,2005,05. < 2013,4. 150-200k,Gasolina,3. 5k-10k,Stock Importação,DE,1
2026-07-27,Land Rover,Evoque,2021,02. 2021-2024,2. 50-100k,Gasolina,6. 20k-25k,Stock PT,PT,1
2026-07-27,Mitsubishi,Galloper,2000,05. < 2013,6. 250k+,Diesel,2. 2.5k-5k,Stock PT,PT,1
2026-07-27,Audi,A4,2009,05. < 2013,6. 250k+,Diesel,2. 2.5k-5k,Stock PT,PT,1
2026-07-27,Citroen,C4 Picasso,2008,05. < 2013,6. 250k+,Diesel,1. 0-2.5k,Stock Importação,FR,1
2026-07-27,Skoda,Yeti,2011,05. < 2013,5. 200-250k,Diesel,2. 2.5k-5k,Stock PT,PT,1
2026-07-27,MINI,MINI,2015,04. 2013-2016,4. 150-200k,Diesel,2. 2.5k-5k,Stock Importação,BE,1
2026-07-27,Renault,Twingo,2018,03. 2017-2020,3. 100-150k,Gasolina,3. 5k-10k,Stock PT,PT,1
2026-07-27,Toyota,Corolla,2019,03. 2017-2020,1. 0-50k,Híbrido,5. 15k-20k,Stock PT,DE,1
2026-07-27,Mercedes-Benz,C-Klasse,2009,05. < 2013,4. 150-200k,Diesel,3. 5k-10k,Stock PT,PT,1
